Atom_Index,Y_Position_px,X_Position_px,Distance_NN1_px,Distance_NN2_px,Distance_NN3_px,Mean_Distance_px,Mean_Distance_pm,Angle_to_NN2_deg,Angle_to_NN3_deg,Mean_Intensity,Element,File_ID
4551,528.0,596.0,11.0,12.0416,12.53,11.8572,185.27,131.63,118.61,2.5844,2,5
4552,258.0,243.0,11.0454,11.4018,12.53,11.659,182.17,122.68,123.8,2.873,2,5
4553,389.0,569.0,10.198,10.6301,13.4164,11.4149,178.36,142.5,105.26,2.7538,4,5
4554,239.0,333.0,10.8167,12.083,13.0,11.9666,186.98,121.87,123.69,2.9015,4,5
4555,843.0,85.0,11.0,12.2066,12.53,11.9122,186.13,124.99,118.61,3.7784,3,5
4556,910.0,415.0,9.2195,12.3693,14.3178,11.9689,187.01,144.64,114.62,2.7516,4,5
4557,909.0,98.0,10.4403,11.1803,13.0384,11.553,180.52,136.74,111.1,3.5898,4,5
4558,838.0,411.0,10.6301,11.1803,13.4164,11.7423,183.47,149.12,104.62,2.905,3,5
4559,723.0,585.0,9.8489,10.4403,10.6301,10.3064,161.04,49.34,162.78,2.7931,2,5
4560,408.0,560.0,10.6301,12.0416,13.0,11.8906,185.79,135.95,116.19,2.7952,3,5
4561,578.0,43.0,9.2195,11.0454,17.0294,12.4314,194.24,125.41,136.03,2.9609,4,5
4562,992.0,712.0,11.0454,12.2066,12.53,11.9273,186.36,119.8,123.8,3.0681,4,5
4563,319.0,117.0,10.8167,11.6619,12.0416,11.5067,179.79,115.35,128.45,2.6916,4,5
4564,612.0,320.0,6.7082,13.9284,14.1421,11.5929,181.14,132.4,124.7,2.9732,3,5
4565,530.0,535.0,11.0454,11.3137,13.4164,11.9252,186.33,140.19,111.37,2.8207,4,5
4566,858.0,803.0,8.0623,12.3693,13.0384,11.1567,174.32,136.22,124.14,2.8136,4,5
4567,58.0,385.0,11.1803,11.6619,13.0384,11.9602,186.88,122.47,120.96,3.0137,2,5
4568,864.0,999.0,11.1803,12.1655,13.0384,12.1281,189.5,126.03,120.96,2.8496,4,5
4569,737.0,988.0,10.0,10.2956,15.5242,11.9399,186.56,172.18,51.8,3.9677,3,5
4570,430.0,583.0,13.3417,18.3576,18.868,16.8557,263.37,132.35,70.99,3.1987,2,5
4571,298.0,619.0,10.2956,12.083,13.1529,11.8439,185.06,126.5,127.8,2.9479,4,5
4572,911.0,57.0,10.0,11.7047,13.0,11.5682,180.75,123.15,126.87,3.5161,2,5
4573,255.0,828.0,11.1803,11.6619,13.0384,11.9602,186.88,122.47,120.96,3.1431,4,5
4574,606.0,479.0,7.8102,13.3417,14.0357,11.7292,183.27,127.2,133.89,2.7807,3,5
4575,68.0,517.0,11.0454,12.2066,12.2066,11.8195,184.68,119.8,130.19,3.4241,3,5
4576,427.0,161.0,8.9443,11.4018,13.0384,11.1281,173.88,138.18,120.96,2.8115,4,5
4577,710.0,139.0,10.7703,10.8167,12.0416,11.2095,175.15,124.51,116.57,2.9666,4,5
4578,35.0,939.0,11.1803,12.0416,13.0384,12.0868,188.86,121.33,120.96,2.975,4,5
4579,459.0,166.0,11.1803,11.4018,13.6015,12.0612,188.46,138.18,115.72,2.911,2,5
4580,493.0,575.0,11.0,11.4018,12.2066,11.5361,180.25,127.88,124.99,2.7567,3,5
4581,503.0,767.0,11.1803,11.6619,12.0416,11.6279,181.69,122.47,121.33,2.8376,4,5
4582,639.0,192.0,7.6158,12.6491,13.6015,11.2888,176.39,138.37,49.7,3.157,4,5
4583,637.0,136.0,10.198,11.4018,15.0,12.1999,190.62,153.43,115.56,3.0608,4,5
4584,121.0,882.0,11.0454,11.4018,11.6619,11.3697,177.65,122.68,126.16,2.8785,4,5
4585,673.0,177.0,10.8167,11.7047,13.0,11.8405,185.01,126.33,123.69,2.8636,4,5
4586,319.0,863.0,10.7703,11.0454,11.6619,11.1592,174.36,117.0,127.23,3.1254,3,5
4587,718.0,715.0,10.7703,11.1803,13.0,11.6502,182.03,131.63,111.8,2.746,3,5
4588,430.0,455.0,10.2956,12.1655,12.53,11.6637,182.25,128.52,122.33,2.8874,3,5
4589,394.0,804.0,11.6619,12.0416,12.53,12.0778,188.72,125.73,120.43,2.7166,2,5
4590,1005.0,413.0,10.6301,10.8167,15.6525,12.3664,193.23,82.5,157.75,3.0769,2,5
4591,559.0,366.0,10.0499,11.4018,13.8924,11.7814,184.08,133.59,114.55,2.5916,4,5
4592,303.0,498.0,11.1803,12.2066,13.0384,12.1418,189.72,135.3,112.17,3.0332,4,5
4593,695.0,625.0,12.1655,12.53,12.6491,12.4482,194.5,128.07,152.1,2.6636,2,5
4594,97.0,791.0,11.1803,19.0263,19.2354,16.4807,257.51,150.42,91.33,2.8098,4,5
4595,954.0,599.0,10.6301,11.4018,13.8924,11.9748,187.11,146.44,108.56,2.8825,2,5
4596,518.0,488.0,10.7703,12.0,12.2066,11.659,182.17,111.8,123.21,3.1517,2,5
4597,406.0,302.0,11.1803,11.6619,12.0,11.6141,181.47,122.47,116.57,3.0369,3,5
4598,674.0,507.0,10.8167,13.0,13.0,12.2722,191.75,123.69,123.69,2.4537,4,5
4599,701.0,641.0,9.2195,10.8167,14.3178,11.4513,178.93,158.84,102.25,2.8208,4,5
4600,341.0,883.0,10.8167,11.4018,12.0416,11.42,178.44,108.43,118.93,3.122,3,5
4601,394.0,5.0,10.6301,11.0454,17.0294,12.9016,201.59,136.38,37.82,2.4705,4,5
4602,251.0,576.0,10.7703,11.4018,13.0,11.724,183.19,120.32,111.8,3.6934,3,5
4603,501.0,922.0,10.8167,11.0454,13.4164,11.7595,183.74,128.88,119.74,2.9619,2,5
4604,953.0,320.0,9.8489,11.1803,14.0,11.6764,182.44,129.47,113.96,2.8592,3,5
4605,182.0,752.0,9.2195,13.1529,13.6015,11.9913,187.36,139.35,122.3,2.7932,3,5
4606,99.0,599.0,10.0,12.2066,12.8062,11.6709,182.36,124.99,128.66,2.8039,4,5
4607,806.0,124.0,11.6619,12.0416,12.2066,11.97,187.03,116.2,114.04,3.2925,4,5
4608,318.0,570.0,10.0,12.1655,13.4164,11.8606,185.32,136.33,116.57,3.0269,3,5
4609,849.0,578.0,11.0454,12.0416,12.53,11.8723,185.5,136.83,113.42,2.6913,4,5
4610,77.0,296.0,11.0454,11.6619,12.2066,11.6379,181.84,126.16,119.8,2.9436,4,5
4611,580.0,672.0,8.6023,12.3693,14.3178,11.7632,183.8,139.57,119.69,2.7972,4,5
4612,612.0,64.0,10.8167,11.0454,12.53,11.464,179.12,118.5,117.7,3.0863,4,5
4613,471.0,56.0,10.8167,11.6619,12.0,11.4929,179.58,115.35,123.69,3.2648,4,5
4614,920.0,952.0,10.8167,11.4018,13.6015,11.94,186.56,138.95,110.28,2.8347,4,5
4615,347.0,689.0,10.2956,12.0416,12.083,11.4734,179.27,114.29,126.5,2.72,4,5
4616,465.0,583.0,10.0,18.7883,18.868,15.8854,248.21,152.07,94.86,2.9116,3,5
4617,739.0,4.0,9.2195,13.0,17.0,13.0732,204.27,130.6,40.6,2.6495,3,5
4618,855.0,104.0,10.0,12.083,13.0384,11.7072,182.92,118.69,131.27,3.5828,2,5
4619,978.0,882.0,11.6619,12.0416,12.2066,11.97,187.03,125.73,114.04,3.2781,2,5
4620,669.0,959.0,11.0,11.6619,12.8062,11.8227,184.73,120.96,128.66,2.8719,4,5
4621,300.0,559.0,10.8167,11.0,13.0384,11.6184,181.54,123.69,113.84,2.8558,2,5
4622,851.0,927.0,9.8489,11.6619,13.1529,11.5546,180.54,125.07,122.71,2.8232,4,5
4623,110.0,339.0,11.1803,11.4018,13.6015,12.0612,188.46,138.18,115.72,2.809,3,5
4624,925.0,178.0,10.2956,11.1803,13.1529,11.543,180.36,124.38,127.8,3.9029,4,5
4625,841.0,15.0,10.2956,11.1803,11.7047,11.0602,172.82,124.38,49.04,3.5771,2,5
4626,503.0,459.0,11.1803,12.083,13.0384,12.1006,189.07,128.99,120.96,2.8155,4,5
4627,910.0,491.0,6.7082,9.2195,11.1803,9.036,141.19,129.09,73.74,3.1504,3,5
4628,543.0,1002.0,10.6301,12.1655,13.0,11.9319,186.44,140.65,116.19,2.8338,4,5
4629,120.0,136.0,11.0,11.4018,12.083,11.4949,179.61,127.88,114.44,2.7057,2,5
4630,856.0,481.0,8.0623,13.3417,13.4164,11.6068,181.36,132.74,123.69,2.5923,3,5
4631,285.0,54.0,10.6301,11.0454,12.53,11.4018,178.15,136.38,110.2,2.6899,4,5
4632,910.0,800.0,11.1803,11.4018,13.0384,11.8735,185.52,138.18,112.17,2.7844,4,5
4633,518.0,77.0,10.7703,10.8167,12.0,11.1957,174.93,124.51,111.8,2.7561,4,5
4634,116.0,236.0,12.0,12.083,12.2066,12.0965,189.01,114.44,124.99,2.8158,4,5
4635,354.0,658.0,9.2195,12.1655,13.0384,11.4745,179.29,140.06,106.93,2.8684,3,5
4636,202.0,503.0,11.0454,11.4018,12.53,11.659,182.17,122.68,123.8,3.0519,2,5
4637,594.0,408.0,8.544,12.0416,12.1655,10.917,170.58,115.32,149.98,2.7253,4,5
4638,824.0,297.0,10.0499,11.3137,13.6015,11.655,182.11,140.71,120.32,2.7109,4,5
4639,838.0,577.0,11.0454,15.2315,17.6918,14.6562,229.0,151.61,142.49,2.4703,3,5
4640,341.0,792.0,12.0,12.2066,12.53,12.2455,191.34,124.99,118.61,2.5558,4,5
4641,663.0,319.0,11.1803,11.6619,13.6015,12.1479,189.81,131.27,115.72,2.7236,4,5
4642,65.0,165.0,11.6619,12.0416,13.0384,12.2473,191.36,125.73,116.57,2.762,2,5
4643,926.0,545.0,9.4868,10.6301,15.6525,11.9232,186.3,149.62,98.13,2.9905,3,5
4644,785.0,933.0,11.6619,12.0416,12.2066,11.97,187.03,125.73,114.04,2.879,4,5
4645,439.0,735.0,10.6301,12.1655,13.0,11.9319,186.44,140.65,116.19,2.7941,4,5
4646,883.0,553.0,8.6023,10.7703,15.0,11.4576,179.02,166.26,54.46,3.0663,4,5
4647,961.0,181.0,11.1803,12.0416,12.083,11.7683,183.88,121.33,128.99,3.4838,4,5
4648,660.0,65.0,8.6023,11.0454,13.0,10.8826,170.04,130.73,121.84,2.7687,3,5
4649,404.0,642.0,10.4403,13.1529,13.6015,12.3982,193.72,115.45,146.2,3.0305,2,5
4650,89.0,465.0,10.6301,11.0454,13.4164,11.6973,182.77,136.38,112.25,2.8533,2,5
4651,134.0,621.0,10.0,12.0416,13.4164,11.8193,184.68,131.63,116.57,2.9211,4,5
4652,265.0,646.0,11.0454,12.2066,18.868,14.04,219.37,119.8,153.19,2.8186,4,5
4653,765.0,851.0,11.0,12.083,12.2066,11.7632,183.8,114.44,124.99,3.0628,3,5
4654,111.0,318.0,11.0454,12.2066,12.2066,11.8195,184.68,119.8,130.19,3.0511,2,5
4655,587.0,525.0,8.6023,13.0,13.1529,11.5851,181.02,121.84,134.28,2.9206,4,5
4656,837.0,207.0,9.4868,11.7047,18.3848,13.1921,206.13,128.42,40.82,3.3048,4,5
4657,232.0,495.0,10.2956,12.0416,13.0384,11.7919,184.25,123.82,118.47,2.7834,4,5
4658,167.0,814.0,10.198,12.2066,13.4164,11.9403,186.57,113.68,127.87,3.0911,4,5
4659,991.0,577.0,8.6023,13.0,13.0,11.5341,180.22,121.84,125.54,2.8248,4,5
4660,415.0,732.0,11.0,12.2066,12.53,11.9122,186.13,124.99,118.61,2.7358,4,5
4661,501.0,787.0,12.0416,12.2066,12.53,12.2594,191.55,120.23,123.37,2.7209,2,5
4662,1005.0,844.0,10.0,11.6619,12.3693,11.3437,177.25,112.17,140.91,3.1586,4,5
4663,599.0,619.0,11.4018,11.6619,12.0,11.6879,182.62,111.16,127.88,2.6648,3,5
4664,483.0,535.0,13.0384,13.1529,18.0278,14.7397,230.31,94.35,141.91,2.6897,2,5
4665,465.0,564.0,10.198,19.0,19.4165,16.2048,253.2,78.69,156.8,2.6693,3,5
4666,494.0,208.0,10.8167,11.1803,12.53,11.509,179.83,133.99,117.7,2.9481,4,5
4667,663.0,722.0,9.434,12.083,13.0,11.5057,179.78,123.55,122.01,2.8036,3,5
4668,838.0,539.0,10.7703,13.0384,19.0,14.2696,222.96,125.73,158.2,2.6307,4,5
4669,388.0,200.0,9.8489,11.6619,12.1655,11.2254,175.4,125.07,123.42,2.8733,4,5
4670,19.0,795.0,11.0,12.2066,12.53,11.9122,186.13,124.99,118.61,2.6955,2,5
4671,677.0,97.0,10.2956,11.1803,12.0,11.1587,174.35,124.38,119.05,2.8639,4,5
4672,18.0,15.0,9.8489,10.2956,12.0416,10.7287,167.64,126.98,118.73,2.9822,4,5
4673,756.0,296.0,11.1803,11.6619,13.3417,12.0613,188.46,122.47,129.56,2.6207,4,5
4674,81.0,668.0,9.434,13.0,14.1421,12.192,190.5,125.37,130.14,3.2846,4,5
4675,502.0,527.0,9.2195,13.9284,19.0,14.0493,219.52,118.36,40.6,2.8805,3,5
4676,844.0,423.0,11.6619,13.0,13.4164,12.6928,198.32,120.96,122.47,2.8512,3,5
4677,377.0,772.0,11.0,11.4018,12.53,11.6439,181.94,127.88,118.61,2.5455,2,5
4678,639.0,173.0,9.434,12.3693,13.0,11.6011,181.27,133.96,122.01,3.1904,3,5
4679,812.0,740.0,12.0,12.083,12.2066,12.0965,189.01,114.44,124.99,3.1269,2,5
4680,515.0,840.0,11.0454,11.6619,12.2066,11.6379,181.84,115.77,130.19,2.6533,2,5
4681,807.0,572.0,11.6619,12.3693,14.7648,12.932,202.06,135.0,120.74,2.7387,2,5
4682,594.0,92.0,8.6023,13.1529,14.5602,12.1052,189.14,134.28,128.52,3.0025,3,5
4683,508.0,983.0,10.8167,12.1655,13.0384,12.0069,187.61,133.15,113.84,2.6498,3,5
4684,980.0,311.0,10.0499,13.4536,13.6015,12.3683,193.26,143.72,120.32,2.747,2,5
4685,466.0,543.0,18.1108,18.3576,18.7883,18.4189,287.79,66.98,58.46,2.4668,2,5
4686,676.0,116.0,10.8167,12.083,13.0384,11.9794,187.18,121.87,128.09,3.0307,4,5
4687,835.0,875.0,11.0454,12.2066,12.53,11.9273,186.36,130.19,113.42,2.692,2,5
4688,829.0,753.0,11.6619,13.0,13.9284,12.8634,200.99,120.96,128.0,2.9487,2,5
4689,112.0,730.0,10.8167,12.53,13.0,12.1155,189.31,117.7,123.69,3.1227,4,5
4690,828.0,465.0,11.4018,12.8062,12.8062,12.3381,192.78,113.4,53.91,2.7393,2,5
4691,113.0,298.0,11.0454,11.1803,12.53,11.5852,181.02,121.76,113.42,2.9566,4,5
4692,886.0,498.0,5.0,9.2195,12.7279,8.9825,140.35,130.6,81.87,3.4139,3,5
4693,636.0,956.0,10.2956,12.6491,14.0357,12.3268,192.61,132.51,123.14,2.9502,3,5
4694,265.0,851.0,11.0454,12.0416,13.0384,12.0418,188.15,136.83,117.28,2.871,3,5
4695,683.0,290.0,10.8167,11.1803,13.0384,11.6785,182.48,133.99,113.84,2.6838,3,5
4696,588.0,63.0,11.1803,11.4018,12.2066,11.5962,181.19,138.18,114.69,2.8607,2,5
4697,422.0,632.0,9.4868,13.0,14.3178,12.2682,191.69,138.95,120.53,3.0401,3,5
4698,77.0,274.0,10.0,12.0416,13.8924,11.978,187.16,131.63,120.26,3.0841,3,5
4699,937.0,979.0,9.8995,12.0416,13.4164,11.7858,184.15,139.76,108.43,2.7025,3,5
4700,322.0,802.0,12.0416,12.2066,12.53,12.2594,191.55,120.23,123.37,2.5773,2,5
4701,886.0,238.0,12.2066,13.0384,19.7231,14.9893,234.21,112.54,155.46,2.9041,2,5
4702,230.0,555.0,11.7047,12.083,13.0384,12.2754,191.8,135.57,114.38,3.0089,2,5
4703,42.0,746.0,10.2956,11.4018,13.0,11.5658,180.72,135.69,119.05,2.717,2,5
4704,113.0,37.0,11.6619,11.6619,12.0416,11.7885,184.19,118.07,116.2,3.067,2,5
4705,858.0,44.0,9.434,12.6491,13.1529,11.7453,183.52,129.56,130.75,3.7807,4,5
4706,497.0,166.0,9.434,12.0416,12.3693,11.2816,176.28,126.77,133.96,2.8621,4,5
4707,407.0,876.0,10.8167,11.1803,13.0384,11.6785,182.48,133.99,113.84,2.5272,3,5
4708,949.0,90.0,10.2956,12.0,12.083,11.4596,179.06,119.05,126.5,3.6407,4,5
4709,993.0,670.0,11.6619,11.6619,12.1655,11.8298,184.84,118.07,111.5,2.994,4,5
4710,451.0,366.0,10.8167,11.7047,13.4164,11.9793,187.18,143.67,119.74,2.9019,4,5
4711,420.0,282.0,10.7703,10.8167,12.0,11.1957,174.93,124.51,111.8,2.7151,4,5
4712,57.0,889.0,11.0454,12.083,12.2066,11.7783,184.04,119.64,119.8,3.294,4,5
4713,512.0,900.0,11.0454,11.6619,12.2066,11.6379,181.84,126.16,119.8,2.7532,4,5
4714,661.0,29.0,10.2956,12.3693,12.53,11.7316,183.31,133.09,122.33,2.6642,2,5
4715,564.0,350.0,7.2801,13.0,14.3178,11.5326,180.2,141.43,118.04,2.7306,4,5
4716,95.0,758.0,7.6158,12.3693,14.0,11.3284,177.01,142.77,113.2,3.3298,3,5
4717,624.0,471.0,8.0623,13.1529,13.6015,11.6056,181.34,128.49,133.15,2.7139,3,5
4718,510.0,737.0,11.4018,11.6619,12.0,11.6879,182.62,111.16,127.87,3.0106,4,5
4719,408.0,579.0,8.6023,13.1529,13.1529,11.6361,181.81,134.28,135.72,2.7675,4,5
4720,760.0,193.0,11.0,11.4018,12.53,11.6439,181.94,127.88,118.61,2.8356,4,5
4721,709.0,252.0,10.0,12.083,12.8062,11.6298,181.72,118.69,165.53,3.0377,4,5
4722,998.0,548.0,11.1803,12.0416,12.8062,12.0094,187.65,121.33,114.78,3.0604,2,5
4723,14.0,72.0,9.0,10.8167,12.083,10.6332,166.14,123.69,114.44,2.7875,4,5
4724,581.0,965.0,11.1803,11.6619,12.0,11.6141,181.47,122.47,116.57,2.7023,4,5
4725,902.0,541.0,6.3246,13.8924,15.0,11.739,183.42,168.18,108.43,2.766,4,5
4726,117.0,218.0,10.0,12.1655,13.0384,11.7346,183.35,136.33,110.66,2.7495,4,5
4727,287.0,780.0,11.6619,12.53,13.0384,12.4101,193.91,120.43,125.36,2.6574,2,5
4728,931.0,299.0,10.6301,12.0416,12.53,11.7339,183.34,135.95,110.2,2.8497,3,5
4729,691.0,594.0,11.6619,11.6619,12.0416,11.7885,184.19,118.07,116.2,2.5759,4,5
4730,391.0,593.0,8.544,12.6491,14.1421,11.7784,184.04,141.01,118.69,2.8139,4,5
4731,387.0,629.0,10.8167,11.7047,14.0357,12.1857,190.4,126.33,119.6,2.9886,3,5
4732,841.0,125.0,10.2956,11.6619,12.0,11.3192,176.86,119.98,119.05,3.5754,3,5
4733,509.0,274.0,11.1803,12.083,13.0384,12.1006,189.07,128.99,120.96,2.6867,3,5
4734,662.0,526.0,10.6301,16.7631,17.0,14.7977,231.21,66.17,138.81,2.2707,3,5
4735,759.0,993.0,11.1803,11.7047,13.0,11.9617,186.9,133.45,116.57,3.1535,3,5
4736,967.0,320.0,8.544,12.3693,14.0,11.6378,181.84,145.41,110.56,2.8009,3,5
4737,856.0,607.0,10.6301,10.8167,13.1529,11.5332,180.21,105.12,122.44,3.0602,4,5
4738,595.0,72.0,7.8102,11.0454,11.4018,10.0858,157.59,124.61,102.32,3.0438,3,5
4739,419.0,342.0,8.9443,11.4018,14.0357,11.4606,179.07,138.18,120.65,2.5203,4,5
4740,366.0,660.0,11.6619,12.1655,12.53,12.1191,189.36,130.43,120.43,2.7491,4,5
4741,622.0,124.0,11.1803,11.6619,12.1655,11.6693,182.33,122.47,126.03,2.9186,2,5
4742,469.0,394.0,10.8167,11.7047,13.0384,11.8533,185.21,126.33,119.29,2.6964,4,5
4743,251.0,597.0,11.0,11.4018,13.8924,12.0981,189.03,127.87,120.26,2.8661,3,5
4744,316.0,176.0,11.1803,11.4018,12.0,11.5274,180.12,115.56,116.57,2.6341,4,5
4745,855.0,643.0,10.0499,13.0384,16.1245,13.0709,204.23,128.18,77.16,2.8841,4,5
4746,418.0,491.0,10.0,12.083,18.7883,13.6238,212.87,118.69,152.07,3.1811,3,5
4747,379.0,731.0,11.0454,11.6619,12.2066,11.6379,181.84,126.16,119.8,2.722,2,5
4748,50.0,586.0,10.2956,11.7047,14.0357,12.012,187.69,130.96,114.97,3.3646,2,5
4749,670.0,256.0,9.4868,12.3693,13.0,11.6187,181.54,147.53,108.43,2.7477,4,5
4750,268.0,920.0,10.0499,11.6619,19.0263,13.5794,212.18,115.25,92.7,2.8715,3,5
4751,302.0,106.0,11.1803,12.083,13.0,12.0878,188.87,128.99,116.57,2.6372,3,5
4752,446.0,573.0,18.868,19.0,19.2354,19.0344,297.41,57.99,59.9,2.6988,2,5
4753,182.0,736.0,10.8167,12.3693,13.8924,12.3595,193.12,137.73,116.05,2.7321,2,5
4754,646.0,752.0,10.2956,11.7047,12.0416,11.3473,177.3,130.96,114.29,2.7308,4,5
4755,382.0,803.0,11.1803,11.6619,12.0416,11.6279,181.69,122.47,121.33,2.6992,4,5
4756,102.0,691.0,11.0454,12.0416,15.0,12.6957,198.37,136.83,121.68,2.8475,4,5
4757,809.0,309.0,9.8489,12.083,13.0384,11.6568,182.14,131.59,118.36,2.6618,3,5
4758,413.0,480.0,9.434,12.083,13.0384,11.5185,179.98,123.55,126.4,3.2372,3,5
4759,720.0,676.0,10.7703,12.083,13.1529,12.0021,187.53,133.75,120.55,2.8329,3,5
4760,640.0,503.0,8.9443,11.1803,13.0384,11.0543,172.72,143.13,120.96,2.5098,4,5
4761,395.0,783.0,11.1803,12.0,12.2066,11.7956,184.31,116.57,118.44,2.6064,4,5
4762,434.0,74.0,10.8167,12.0,12.53,11.7822,184.1,123.69,117.7,3.1437,3,5
4763,858.0,529.0,9.0,11.1803,18.0278,12.736,199.0,116.57,33.69,2.6842,4,5
4764,891.0,829.0,10.8167,11.0454,13.0384,11.6335,181.77,128.88,113.84,2.7422,2,5
4765,981.0,844.0,10.2956,11.4018,12.0,11.2325,175.51,113.07,119.05,3.2137,4,5
4766,676.0,78.0,11.0454,11.6619,13.0384,11.9152,186.18,126.16,117.28,2.8322,4,5
4767,874.0,372.0,11.0454,12.2066,12.53,11.9273,186.36,130.19,113.42,2.5995,2,5
4768,571.0,111.0,9.8489,12.083,13.1529,11.695,182.73,131.59,122.71,2.8861,3,5
4769,728.0,1003.0,11.6619,12.0416,12.53,12.0778,188.72,116.2,120.43,3.4231,2,5
4770,925.0,1001.0,11.0454,11.6619,12.2066,11.6379,181.84,126.16,119.8,3.1487,3,5
4771,74.0,710.0,6.3246,13.0384,14.1421,11.1684,174.51,50.91,116.57,2.9589,3,5
4772,974.0,606.0,8.9443,12.6491,13.0384,11.5439,180.37,135.0,120.96,2.8201,3,5
4773,557.0,471.0,7.6158,12.6491,13.1529,11.1393,174.05,138.37,121.94,2.9914,3,5
4774,459.0,909.0,11.0454,11.6619,13.0384,11.9152,186.18,126.16,117.28,2.6166,2,5
4775,909.0,168.0,11.0454,11.1803,12.2066,11.4774,179.33,121.76,119.8,3.7923,2,5
4776,905.0,655.0,10.7703,13.0,20.025,14.5984,228.1,111.8,155.34,2.9882,3,5
4777,906.0,137.0,11.4018,12.0,12.083,11.8283,184.82,127.88,117.68,3.4695,2,5
4778,346.0,4.0,13.0384,15.0,17.4642,15.1676,236.99,94.4,171.16,2.183,2,5
4779,1017.0,432.0,8.544,10.7703,13.1529,10.8224,169.1,137.64,119.3,3.009,4,5
4780,448.0,482.0,8.6023,12.6491,13.0384,11.4299,178.59,126.03,129.94,2.8874,4,5
4781,361.0,410.0,11.0454,11.6619,12.2066,11.6379,181.84,126.16,119.8,2.6423,4,5
4782,818.0,123.0,10.8167,12.0416,12.083,11.6471,181.99,128.45,121.87,3.3122,4,5
4783,404.0,917.0,11.0454,11.4018,13.0384,11.8285,184.82,133.07,117.28,2.6152,2,5
4784,822.0,380.0,11.4018,12.0416,13.0,12.1478,189.81,132.64,119.51,2.6242,2,5
4785,808.0,691.0,10.2956,11.0454,13.0384,11.4598,179.06,124.25,118.47,2.6498,3,5
4786,680.0,365.0,11.6619,12.0416,12.2066,11.97,187.03,116.2,114.04,2.627,3,5
4787,1006.0,313.0,11.6619,11.7047,12.0416,11.8027,184.42,129.05,116.2,3.0927,3,5
4788,500.0,566.0,11.4018,12.083,13.0384,12.1744,190.23,117.68,132.27,2.7269,2,5
4789,568.0,535.0,10.0,12.083,13.0384,11.7072,182.92,118.69,131.27,2.8549,3,5
4790,576.0,397.0,10.8167,11.1803,13.4164,11.8045,184.44,133.99,119.74,3.0153,3,5
4791,959.0,1020.0,7.8102,12.0,16.0312,11.9472,186.67,129.81,43.38,2.5398,3,5
4792,742.0,241.0,9.434,12.3693,14.0357,11.9463,186.66,133.96,126.09,2.9027,4,5
4793,36.0,806.0,10.8167,11.0,12.53,11.4489,178.89,123.69,117.7,2.713,4,5
4794,625.0,44.0,11.4018,12.0,12.53,11.9772,187.14,127.88,113.51,2.6135,2,5
4795,688.0,189.0,11.0454,11.6619,12.2066,11.6379,181.84,126.16,119.8,2.8423,4,5
4796,1020.0,384.0,12.3693,14.7648,18.0278,15.054,235.22,137.66,42.27,2.7326,2,5
4797,29.0,164.0,9.434,12.1655,12.53,11.3765,177.76,131.47,119.38,2.8645,4,5
4798,113.0,692.0,11.0454,11.6619,12.8062,11.8378,184.97,126.16,123.47,2.6578,4,5
4799,645.0,691.0,11.0454,12.2066,13.0,12.084,188.81,130.19,107.43,2.8569,3,5
4800,603.0,171.0,11.1803,11.6619,12.0416,11.6279,181.69,122.47,121.33,2.9173,4,5
4801,827.0,995.0,10.0,10.6301,13.4164,11.3489,177.33,131.19,116.57,2.7567,4,5
4802,116.0,761.0,11.6619,12.0416,12.083,11.9288,186.39,116.2,124.59,3.0431,4,5
4803,668.0,200.0,8.544,11.0454,12.0416,10.5437,164.74,25.75,152.19,2.962,2,5
4804,36.0,787.0,10.198,11.6619,13.6015,11.8205,184.69,132.27,114.72,2.6913,4,5
4805,892.0,808.0,11.6619,12.0416,12.2066,11.97,187.03,125.73,114.04,2.7387,2,5
4806,33.0,685.0,9.434,9.434,11.7047,10.1909,159.23,90.0,141.99,3.0623,4,5
4807,119.0,943.0,10.2956,10.7703,12.0,11.022,172.22,129.14,119.05,3.3308,4,5
4808,489.0,29.0,7.8102,12.083,13.0384,10.9772,171.52,115.75,134.2,3.1551,4,5
4809,817.0,516.0,10.8167,11.7047,13.0,11.8405,185.01,126.33,123.69,2.4467,4,5
4810,5.0,875.0,9.0554,17.8885,19.0,15.3146,239.29,32.91,96.34,2.2591,3,5
4811,474.0,940.0,10.0499,12.0416,12.53,11.5405,180.32,125.92,124.32,2.5935,4,5
4812,57.0,406.0,10.2956,12.53,13.1529,11.9928,187.39,122.33,127.8,3.3745,4,5
4813,572.0,810.0,10.8167,12.0416,13.0,11.9527,186.76,128.45,123.69,2.6326,4,5
4814,82.0,688.0,6.3246,8.9443,12.1655,9.1448,142.89,135.0,81.03,3.1424,4,5
4815,373.0,628.0,12.2066,14.0357,17.4642,14.5688,227.64,120.91,78.64,2.8692,2,5
4816,77.0,334.0,9.434,12.0416,12.53,11.3352,177.11,126.77,119.38,2.8531,3,5
4817,432.0,743.0,10.6301,11.0,12.53,11.3867,177.92,131.19,110.2,2.6603,3,5
4818,27.0,224.0,9.8489,11.1803,13.1529,11.394,178.03,129.47,122.71,2.8755,4,5
4819,253.0,555.0,11.6619,12.53,13.0,12.3973,193.71,120.43,120.96,3.3537,4,5
4820,844.0,330.0,10.7703,12.083,14.0357,12.2963,192.13,133.75,115.89,2.5984,4,5
4821,442.0,673.0,11.0,12.0416,13.0384,12.0267,187.92,131.63,122.47,2.8985,4,5
